#NAME	ERR9752048	ERR9752060	ERR9752066	ERR9752099	ERR9752105	ERR9752116	ERR9752121	ERR9752145	ERR9752159	ERR9752171	ERR9752177	ERR9752183	ERR9752193	ERR9752233	ERR9752239	ERR9752255	ERR9752265	ERR9752280	ERR9752286	ERR9752297	ERR9752317	ERR9752352	ERR9752376	ERR9752409	ERR9752414	ERR9752423	ERR9752438	ERR9752458
K00658	22.650199	84.8596	1.719408	4.15202	9.85173	16.066706	12.384295	70.68081240000001	54.53223	59.80024	2.7000010000000003	40.975017	55.122579200000004	86.901568	13.36154	16.057	86.562946	13.095595	1.643074	1.663164	11.308583	14.046261	125.07937	27.259987000000002	7.6408190000000005	14.152848	0.482922	27.4036429
K00661	314.295576	166.68183000000002	344.3088	4.28034	259.660082	219.01941900000003	71.8278	102.949012	74.581412	51.48138	64.88700899999999	87.82706999999999	0.423764	3.18902	122.7317	34.516403	0.0	166.55367299999997	338.692	0.0	62.7818	60.981	307.50075000000004	5.994918	34.3508	12.671800999999999	623.3965599999999	3.59236
K00666	5.50992	0.0	0.0	0.0	0.914472	0.0	0.0	0.308216	0.0	44.5712	4.33552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.378648	0.0	0.0	0.0	0.0	1.22551	0.0
K00673	2.885802	0.0	36.5702	0.0	3.244407	1.004261	0.997648	8.002260099999999	0.0	61.29834	0.248708	46.43295	0.0	60.016557	7.04598	0.0	88.27758	1.527292	0.0	0.0	0.0	0.0	219.982	27.099347	8.824297	10.92942	0.330772	0.927584
K00674	193.99938600000002	113.9189916	103.45359119999999	520.47122	152.3112015	184.004318	43.8438242	67.999938	226.1920368	151.825842	72.66026000000001	163.485265	102.24034400000001	197.77693299999999	93.556452	210.108084	286.650334	203.5518346	384.525636	198.248984	164.769161	123.54702809999999	315.871846	110.2217836	70.9169037	186.7963862	203.688	82.14923
K00675	3.905441	0.0	0.0	0.0	0.0	1.647088	6.000083	2.65488	0.0	0.0	0.317422	0.0	46.098170999999994	12.261842	7.79732	0.694466	2.68294	4.95506	0.0	0.0	0.0	0.0	104.5662	13.05876	26.430391999999998	3.923537	1.154114	57.24
K00677	46.838201	92.95434	21.6256	0.0	24.451425	12.0118568	24.30499	76.85716000000001	100.0846	131.74719	1.152468	78.75859	78.956	139.05311650000002	57.8947	31.46958	126.338209	34.643879999999996	0.0	23.8034	83.902659	91.393255	107.4028	35.098414	21.944575500000003	11.7868	1.435108	32.3259756
K00681	6.334154	41.4686	0.0	0.0	11.99688	2.284318	0.0	0.0	44.75461	64.1286	0.0	59.337630000000004	70.3169956	68.2669854	13.811815000000001	3.60806	100.71921	0.0	0.0	0.0	53.05936	57.9538	198.889048	22.3200078	1.697614	2.22774	0.319812	27.447116
K00684	15.038409999999999	87.2387745	0.0	0.0	21.387415999999998	8.7194048	30.894827	54.06535	63.641008	24.872	1.830804	90.60906	73.2976	81.134607	0.0	1.443884	75.2586	27.91061	28.027630000000002	0.0	91.37208	98.07283000000001	210.34	0.93274	55.100153	4.214988	0.0	57.8136
K00688	101.433416	85.9997164	152.70006	278.43606	88.940727	135.84980099999999	9.252331	61.3368794	67.27317000000001	56.64096	55.017397	114.704766	81.043201	159.7818216	97.228019	61.075206900000005	337.22215	167.8196218	267.41804	372.56164	136.807959	102.9290614	401.4679054	27.037356000000003	32.433362	141.159211	282.592599	48.279214
K00690	145.02334000000002	119.652914	104.101776	458.138	258.15785800000003	466.31050000000005	0.0	89.9771	95.615148	0.0	437.75161	0.0	0.0	0.0	137.1445	0.0	0.0	169.2148	346.00854	0.0	0.361336	0.0	8.30942	1.162112	19.82988	290.1885	566.9459054	0.0
K00694	0.316112	0.0	0.0	0.0	0.0	2.7168831	39.136356	0.23481	0.0	15.22602	1.459812	0.0	0.0	0.0	1.90061	0.0	95.4426	60.5316	0.0	0.0	0.0	0.0	18.54578	97.0985846	36.857732	1.112188	0.393098	0.0
K00697	6.87712	0.0	33.211	0.0	2.89634	4.502038	17.44501	9.18816	0.0	0.0	1.0869137	8.38892	70.4456	11.675457999999999	8.630621	3.31566	77.7524	23.10309	0.0	0.0	0.0	0.0	139.4958	21.610944	10.626315	6.0786560000000005	0.0	72.39833999999999
K00700	164.774023	147.50598	259.109679	395.90422	293.854292	307.231534	97.33	86.474856	174.0645682	53.171789999999994	325.4998441	199.62477	92.423127	104.286244	87.3572	50.331425	352.960397	203.2875492	319.45802100000003	245.29189200000002	166.29590000000002	128.38341	277.05794530000003	57.984829	149.4712038	183.49100140000002	267.539682	22.309781
K00703	7.66122	64.162777	118.81184300000001	14.0193	106.07497	29.694254	25.119956000000002	7.249636	90.9508192	74.22858	4.081496	107.68262999999999	82.72816700000001	108.2919994	22.3574	37.6469625	252.283467	42.6736559	0.234324	379.73977	124.99944599999999	114.432027	349.6926929	103.9427676	35.9634	25.4106	1.157572	66.725566
K00705	237.161714	368.143698	169.218838	1006.35565	123.88995	192.8881988	46.376190199999996	154.43602	335.71483	46.6418	139.36861199999998	41.03805	1.85609	1.20662	147.7144	3.190379	83.1064	367.9864591	350.78425699999997	128.43796999999998	26.614971999999998	10.3501586	162.46142	131.44712	54.912838	98.0113271	366.747747	0.0
K00721	8.75456	47.263972	0.0	0.0	1.300278	5.11044	0.0	49.189073	28.819	0.0	1.067196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00748	37.556408999999995	89.554548	52.0318	0.0	25.333628	7.835003	132.3062426	54.534136	86.690844	75.9422	3.8804589999999997	64.75970000000001	93.3448	93.0363588	0.0	64.2389982	164.324	66.6415638	35.367	274.608	93.3048	98.116	269.35167	64.2675839	33.8548588	11.5016	0.0	22.407538000000002
K00756	6.566181	1.7096	5.5843814	1.513528	4.768255	12.416742	0.2898702	0.969508	91.2308113	0.0	0.996606	41.01017	0.0	2.879003	3.4859605	2.4844	2.9340640000000002	0.562832	6.5921259	25.064766000000002	10.653122999999999	8.6333	10.252022	5.323339	0.0	3.40384	0.0	0.0
K00757	4.27254	82.593	113.490989	0.0	43.4011273	2.980374	26.773	3.4716	137.12908	137.650668	0.809749	214.10771	64.49501900000001	127.7087716	5.86954	13.48006	101.72317000000001	41.2756	0.0	0.0	180.63779	202.040612	281.65871200000004	68.128995	30.9924	2.62196	2.54404	37.4242037
K00758	8.88352	38.9758	58.1748	0.0	24.074033	2.0772820000000003	0.0	5.879299	60.85475099999999	118.57051	0.0	126.7978	59.5046	94.0735274	7.1499500000000005	6.40036	87.67848000000001	1.533244	0.0	0.0	105.7414	110.3138	182.291134	0.0	15.3472608	10.3645	0.0	19.399543
K00759	189.121382	214.6141431	70.9856155	388.47208	184.227453	133.990903	99.607155	165.23695329999998	312.97415359999997	133.34223	64.003786	154.13988170000002	84.200966	108.6916451	150.027815	118.278208	307.348551	143.732149	184.488048	412.25602399999997	135.384222	152.777556	288.999749	9.0393199	156.4915392	99.2511901	155.31725	115.17836
K00760	59.953785	254.40367	97.810474	2.19902	50.339838	32.863867	111.422011	58.2707868	378.6059078	175.66524	12.7361536	162.18627	98.383206	168.4273001	54.616807	209.817572	100.49969899999999	37.677839999999996	9.801501	74.932576	18.219895	113.22658700000001	178.432945	48.3933853	125.760764	10.076604999999999	17.429384	149.766611
K00761	58.436548	170.45830800000002	93.097357	199.7474	311.08985989999996	440.7626206	54.36736260000001	96.9848149	330.758082	126.47456	420.013662	215.43013100000002	79.967152	114.7810261	128.26644000000002	90.9990233	357.394279	115.0755774	279.425694	202.08006400000002	190.007121	208.7921928	356.575957	115.864223	59.23077	376.549487	7.84088	87.029601
K00762	209.450309	334.10013080000004	129.483593	366.66607999999997	100.544135	114.931831	156.543613	204.746142	465.805653	329.73837	120.317977	205.74434	146.822169	266.5524805	156.9717566	330.80799559999997	380.217616	206.2977945	266.853733	549.0798050000001	356.6601142	337.314094	394.83809	300.88966	268.3821039	258.09642	229.27758899999998	152.695836
K00763	12.434944	11.915754	130.864293	6.70614	195.97849	47.322361	6.59529	5.214052	131.864602	110.9454	62.652437	89.40743	0.0	63.4347204	37.39303	12.470159	118.5417802	5.2998270000000005	33.35705	13.68502	37.055769999999995	10.50711	177.23018	14.73345	3.677425	5.5910192	0.47735	0.0
K00764	24.536844	65.6763629	115.5304356	0.0	44.1562203	20.1913653	13.7179156	57.777066	84.5568	349.27380999999997	18.526121	188.18252	78.154046	161.9348182	15.5095574	48.4005947	393.963749	27.52901	1.680056	469.04024100000004	136.0512097	225.04206	195.6986389	48.0409624	11.071667999999999	7.0050655	12.011205	52.3682201
K00765	171.828202	186.3879852	147.277333	214.77	290.91039900000004	256.252081	108.65277	125.25296900000001	237.943963	81.98073	285.6537947	83.9625285	61.99973	82.98224739999999	105.154711	49.584195	83.717743	182.94182329999998	243.4097535	10.53244	57.197974	69.52342	260.71809	202.9955357	214.0800657	308.6697396	385.4277144	37.145353
K00766	190.8713861	151.90884599999998	97.881643	0.0	308.59439299999997	356.670398	74.9549437	146.3008687	207.482065	741.6917	405.044782	48.05181	0.0	86.1228526	91.4545714	53.516793	242.878104	152.7476408	295.07637900000003	205.19170400000002	20.8115854	124.2160653	8.723724	15.920499	120.233568	176.714381	271.8717	8.489239
K00767	170.8261512	158.873275	114.009573	392.052	66.918053	93.743919	89.104013	130.94887400000002	42.482479999999995	0.0	119.8156185	53.613	1.931506	90.34	99.42914999999999	42.815778	243.7138	184.34660200000002	276.7141	130.5176	39.7264	14.45078	231.358	36.14524	141.704198	161.4501602	202.4802017	0.0
K00768	61.787440000000004	71.715132	0.915974	1.305668	25.629770999999998	7.359422	94.253029	89.48060699999999	35.11006	0.0	6.878522	31.9272	1.679346	0.0	0.0	0.0	125.3354	68.42081	0.0	112.9968	33.3898	9.44066	183.3898	117.941	125.3841627	78.23299	0.28457	0.0
K00769	8.15406	43.2842	169.1586	0.0	38.772213	3.256377	11.91282	9.32894	78.16037599999999	139.75461	0.678744	173.16343	115.9112	85.424601	17.97578	22.6712	99.38821999999999	11.5112	27.8258	0.0	121.4944	135.04398	121.968	27.892364	0.0	2.4904	0.0	122.82444000000001
K00773	27.305363	204.94351569999998	88.7405874	16.516	322.012205	487.8602781	41.38860579999999	55.535658	441.0064807	518.359523	420.464601	226.41350599999998	82.157833	260.1224619	104.3581699	243.7681113	480.588431	94.93376500000001	61.794615	564.931642	184.1025313	277.81387490000003	262.19178	171.8438017	40.2286408	5.3930620000000005	23.537979999999997	38.4912459
K00782	68.62955	58.02125	0.0	12.718679999999999	84.60858599999999	7.6458351	133.419799	45.943582	18.03588	43.33056	0.969256	0.0	0.0	0.0	20.115372999999998	34.652385	0.0	23.01761	0.0	0.0	0.0	0.0	0.0	0.0	72.740173	50.1452	4.441179	0.0
K00783	289.000249	241.817687	280.91229069999997	18.99034	298.808239	206.544372	156.633706	204.301754	335.782309	215.45576	106.647824	237.29156	64.854994	259.788106	211.1260015	340.150414	464.188194	307.50993900000003	499.66335599999996	435.81627199999997	148.6490808	227.059473	228.706156	117.38417710000002	165.61014	206.6102418	223.45755	71.126822
K00784	107.67704499999999	73.14992860000001	39.532214	3.99304	113.22922	31.172037	154.0883329	79.2148498	148.7797681	15.7795	9.1242977	71.42738800000001	76.976576	27.1223808	47.5919893	80.034786	130.765996	51.140636	9.835739	131.25562499999998	41.252841	83.1029878	243.856331	34.82438	232.254065	68.132154	21.826587	34.00018
K00788	92.625602	171.297197	4.0381219999999995	4.86646	164.871637	36.171396099999995	236.289693	164.687929	114.604187	70.2588	12.1716233	106.596588	105.160927	119.5388631	39.53584	88.318108	268.0876	69.6279034	2.090341	220.592016	144.04659500000002	188.0764433	175.2234	19.80546	193.369624	139.4882	10.006241	25.339175
K00789	126.8184448	213.8697292	109.976093	326.01736999999997	311.62155490000004	396.8300026	152.0738244	179.848665	276.440436	177.886208	315.171622	232.671987	84.87018	174.2214733	128.240386	119.4836044	538.5578764	191.46742749999999	214.460252	355.637463	187.765231	243.87659580000002	390.404343	52.615148	171.2769685	184.175426	240.504184	19.3683451
K00790	121.268221	128.4974448	66.235961	19.53277	155.317036	123.180821	97.645603	111.325001	356.825921	123.44968	14.81838	267.138084	119.188812	140.81019990000001	96.519036	98.2185624	577.8897774	55.331623	48.964579	653.9887441	243.484269	290.2697271	305.406178	34.136985800000005	113.8133676	53.125014	23.157024	80.3224
K00791	251.3022278	283.6244861	164.641252	340.83963	338.7923991	329.62609199999997	293.0917773	232.893764	299.887722	147.25201	372.0979992	177.2334759	60.06764	190.295895	123.977637	153.173263	360.706527	262.663697	140.10555	507.430188	156.420357	193.5721879	217.374059	198.0826675	349.343925	96.9550268	189.21672900000002	53.307802
K00793	26.14981	0.0	0.0	536.322	6.881362	2.625742	8.81288	7.763	0.0	53.208	4.84132	0.0	0.0	71.8908	37.1496	4.8469555	0.0	20.31243	0.0	0.0	0.833628	0.0	0.0	0.0	17.941213	10.25394	0.523244	0.0
K00794	79.557664	92.9439683	47.285345	532.232	73.1868129	21.622823	160.43642459999998	87.61972800000001	93.47597	160.35	8.625681	180.689622	88.8003845	118.7370189	55.257585	94.431504	198.75200700000002	71.196369	2.697259	321.578323	159.8977973	141.214002	153.86567	85.580613	158.268434	50.95178	13.058082	76.022636
K00795	12.577	0.0	0.0	0.0	0.0	2.8782786	11.70254	17.95623	0.0	35.9778	0.73942	0.0	0.0	76.43534100000001	21.20582	0.0	88.2682	8.5447156	0.0	0.0	0.0	0.0	0.0	13.76384	22.3691878	5.812372	0.566446	0.0
K00796	25.612361	51.32642	55.642068	4.99742	21.170173	37.991956	9.9891773	53.313757	115.01415	50.87267	2.4065	50.384666	1.736739	21.46856	52.292121300000005	41.589034	259.642071	68.83044699999999	4.004303999999999	125.8206082	35.687848	107.783436	239.146231	15.6820649	57.800778	21.725237	0.0	1.6488756
K00797	15.0672129	41.84962	53.0408321	0.0	21.973817	5.827266	3.2927359999999997	23.83976	83.702608	682.768	0.0	155.70105999999998	93.630005	103.8837772	14.818308	9.8871722	331.62622419999997	2.4957196	0.8301038	288.1640181	144.97722100000001	217.104508	210.808113	58.822607	6.200563	15.423278	13.336277	70.37453529999999
K00798	16.79042	50.8366	0.0	0.0	2.64816	7.61224	0.383006	62.593993	35.0062	0.0	1.193654	0.0	0.0	0.0	0.0	0.0	49.9216	0.0	0.0	5.8676	0.0	89.7122	0.0	0.0	0.0	0.0	0.0	0.0
K00799	29.7464	36.4534	0.0	0.0	16.812144	6.62588	41.68094	29.0672	63.158373	76.0614	3.0601789999999998	108.43005	36.3526	19.762501999999998	63.22323	37.95455	99.9192	46.7096	0.0	0.0	104.777	114.1542	694.708	93.49697400000001	89.01585	33.726	0.450256	133.76979
K00800	204.442458	160.8326111	130.1384019	404.86987	79.4589867	119.453814	80.50699900000001	141.478445	243.67408830000002	642.04318	71.75043099999999	109.38195400000001	35.301651	162.882075	121.0672503	84.487051	398.222029	155.0741836	287.8395367	359.18580399999996	63.665079999999996	99.552458	55.435365000000004	19.622663	142.2397686	156.369063	388.14775099999997	1.9589542
K00805	0.315154	0.0	0.0	0.0	103.20502499999999	0.53765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.668054	0.389448	0.0	2.41376	0.0	0.0	0.0	0.576788	0.0	17.04982	0.0	0.0	0.0	5.90356	0.0
K00806	207.028439	115.52945199999999	171.587762	431.096	285.53641700000003	413.7115356	105.4205121	89.799496	252.76839	172.09122	434.01482500000003	134.0503407	0.848322	101.395272	157.5200422	69.403621	178.6241904	207.26205829999998	334.151672	167.37120199999998	76.679348	98.82066	72.461246	57.1673101	54.019588	215.414742	300.312096	9.23794
K00812	8.84334	46.20619	1.311082	0.0	12.690226	6.051255	0.0	48.339408	43.4573766	0.0	0.480366	99.36616000000001	59.865213	4.0348236	0.0	0.0	140.9232	0.0	0.0	124.6436	182.9564	85.88923	0.0	0.0	0.0	0.0	0.0	132.4842
K00813	10.22454	37.9656	0.0	0.0	20.010839	10.891041999999999	53.70541	13.19588	52.671988	38.35057	0.273548	84.76221000000001	35.164635000000004	68.5193421	58.96016	29.591376	176.4013868	52.02207	0.0	216.60023999999999	69.41027	76.57762	123.8602	23.520575	11.97212	10.45842	0.0	28.390616
K00817	158.440044	189.8382452	66.169588	349.222	332.177815	334.6558102	116.35475699999999	167.6002533	244.29758900000002	221.495776	433.3266895	93.39546	72.88839999999999	88.0250192	111.2881625	74.154077	240.141558	169.40205899999998	235.964356	258.4524	86.2373893	112.74414	142.386611	13.167233999999999	190.161077	180.5271768	189.425888	37.815129999999996
K00819	13.76188	50.09185	1.6648958	0.0	3.5516556	16.602456	0.1413432	48.635419999999996	25.4307576	0.0	2.288082	7.2136	0.0	1.194236	0.5697496	0.0	1.92907	0.585581	2.006456	1.693805	1.1978687	0.0	3.655735	1.523771	0.0	0.0	0.0	0.0
K00820	208.2676616	178.0400978	257.006508	470.4382	270.332327	385.185624	87.0882	109.7314429	231.6138575	105.89604	395.245688	251.57976000000002	144.0020301	219.26433150000003	142.2522347	276.5855318	384.4197348	201.521912	339.1184266	208.188455	166.493565	142.9901472	212.3501574	21.297623899999998	19.727865	316.88979	262.171438	29.28264
K00821	194.8712247	149.443198	94.820048	478.774	146.672531	232.7642851	25.716469	117.651238	72.9798	45.042	226.139996	7.75448	0.0	0.608321	93.96934519999999	0.0	1.363554	243.2982495	408.28251	1.71417	0.713985	0.0	6.29588	83.32748	38.836608	225.3021582	216.626024	0.0
K00823	10.86268	0.0	0.0	0.0	0.703264	0.8284076	0.0	0.0	0.0	32.6228	0.0	0.0	0.0	1.485462	2.48654	0.0	0.0	0.0	0.0	0.0	0.392974	0.0	0.0	0.0	0.0	0.823788	0.0	0.0
K00826	22.963372	65.550795	7.22456	18.8904	15.941475	29.769434	12.872999199999999	68.754435	33.2112176	77.4841	6.601554	61.636575	1.039524	3.763299	24.91801	33.6611932	87.73293389999999	66.04752	1.958572	189.694633	40.016618	42.0628	15.05064	52.394442	12.1862932	1.395868	0.624816	0.0
K00831	119.984819	131.4172395	139.380618	242.152	204.868147	304.785835	135.2031687	90.46673200000001	278.00557299999997	0.0	360.574001	118.13387999999999	77.2574	96.3231869	81.726183	40.22414	82.38873600000001	115.44995	227.4441947	72.723805	90.6608079	99.171707	173.359388	54.295349	134.848383	298.442323	229.42973	74.8822
K00832	12.55736	0.0	0.0	0.0	0.0	1.142058	4.60644	12.6369	0.0	0.0	0.0	0.0	0.0	102.457375	11.35784	0.0	101.6836	1.162198	0.0	0.0	0.0	0.0	0.0	0.0	6.22682	13.50744	0.515208	25.819
K00833	85.3903681	19.862389999999998	0.0	0.0	21.199427	1.3417810000000001	87.266211	35.182201	0.0	56.631769999999996	5.377837	0.0	0.0	0.0	10.98828	47.65173	73.832607	17.745957	0.0	0.0	0.0	0.4155523	147.9976	6.72577	13.1110165	3.35316	0.0	0.0
K00835	6.141195	27.7776	0.0	0.0	9.24028	0.216762	3.79864	10.654900999999999	40.721654	53.2838	0.167129	64.354	0.0	98.87080490000001	26.2854	0.0	4.43124	5.31548	0.0	0.0	98.0814	83.883	144.7594	10.740829999999999	6.821905	7.945665	0.609266	0.0
K00840	8.5113873	0.0	0.0	0.0	0.0	1.214511	9.478566	5.61608	0.0	0.0	0.81426	142.48669999999998	0.0	70.05141	11.811238	0.0	73.0992	10.137123	0.0	0.0	0.0	0.0	0.0	16.789297	26.746345	8.76436	0.0	13.11806
K00845	53.591553	292.40418999999997	17.14252	592.992	134.582761	71.92472	116.507221	55.847789999999996	256.94212500000003	29.42181	123.81198939999999	80.627689	79.8782	75.715279	41.92141	75.0546	3.67844	97.100202	84.13922	15.62216	112.37767	103.328	326.228065	84.364231	37.687526000000005	73.964019	184.53683	70.5235
K00847	89.75858500000001	199.1955523	44.049746	326.584	141.158268	256.860397	0.0	37.4772162	316.6882	36.867533	341.09985	41.15296	70.807856	14.4384754	39.479206	37.860987	76.1048	100.520729	80.81438100000001	13.948858999999999	10.664098	11.986125	5.3828	12.65758	7.8803	12.360295	163.032143	41.09457
K00848	79.43540300000001	63.16135	69.974	0.0	17.184975	4.674917000000001	194.0858	60.11358	43.8967313	10.72896	5.419357	35.246166	120.9726	23.7175753	40.46897	96.083948	0.0	76.51347	0.0	9.778622	56.9242	144.2396871	327.514	50.85703	274.2346477	11.352594	38.814178	70.85202960000001
K00849	14.957323	97.379391	34.841371	26.644779	111.830926	69.789037	12.392643	45.613772	158.786017	89.42294	7.9099770000000005	159.206545	41.921566999999996	105.8554145	36.076437	19.851295099999998	98.8196122	17.395864	36.258389	152.158387	137.3699923	160.091996	244.64832	22.538758	9.1572207	14.9332733	0.228142	73.784945
K00850	153.812217	258.7117181	157.461197	9.98455	199.3868297	95.24463700000001	185.658546	201.96044600000002	224.11832239999998	231.507821	22.117027	220.56797170000002	120.657606	276.32826	87.868257	306.8763499	522.843928	107.8877716	41.54658	303.308424	194.264215	312.857736	502.722109	126.1047652	186.834949	76.079245	56.4979935	42.528639
K00851	215.65735999999998	145.7772	163.926	0.0	145.21277999999998	192.088243	56.148824000000005	110.2988	66.7688	95.41938999999999	35.737378	131.022246	207.2861	49.126799	208.17189	3.35666	2.31978	71.468965	302.332	0.0	123.99719999999999	122.524	0.0	19.543832	43.461841	4.725922	176.318008	17.52256
K00852	285.91021	157.4588	3.440317	419.694	176.935585	196.619271	9.494803	62.7158214	14.6624972	40.7506	122.041629	64.19365	36.537127999999996	121.400193	15.708699300000001	0.0	152.702153	6.570715	1.808439	144.963404	113.41286099999999	94.37372	0.0	2.545362	11.8874368	32.73581	2.2042965	54.2692
K00853	7.455102	39.8992	2.483764	0.0	17.668458	15.569355	6.4621256	8.5564625	63.543606	89.6558	1.8316189999999999	47.31844	96.4831821	91.0218108	24.2075915	1.60836	5.167855	11.962845	2.6929410000000003	1.154448	62.412185	68.4604354	246.322	31.396949	34.302839	13.9906	0.393568	36.6974
K00854	52.52039	61.105987	18.291505	376.618	126.076434	15.058526	95.6904467	54.770795	21.585	0.0	8.703088	8.08573	0.0	5.312657	14.09716	0.0	102.083607	115.6208369	28.791143	1.506793	1.045216	0.0	291.057462	197.192321	150.190879	64.36636	15.296227	0.0
K00855	18.5587	34.5764	0.0	0.0	13.72878	2.3115959999999998	2.92146	21.336779	48.231392	1.117388	0.0	48.44537	109.67701600000001	99.46714800000001	21.5062243	0.0	88.78661	0.0	0.0	0.0	82.9542	93.6223968	316.12	4.261823	0.0	15.983502999999999	0.890082	57.982371900000004
K00857	71.1151907	77.061196	6.890944	13.07782	37.3261552	37.665763999999996	98.7962542	99.75421349999999	69.904518	122.68506	5.16654	65.00401000000001	1.850118	63.5498486	60.468449	144.478829	317.644361	20.0349921	4.7162413	449.717912	62.568983200000005	107.713576	163.114001	18.201897	85.611993	7.188	7.73576	0.0
K00858	235.212266	107.726216	129.9904888	456.73638	195.163069	181.2899476	133.88317899999998	62.672342	184.678296	63.188770000000005	92.70173500000001	187.477514	61.017579000000005	116.245062	128.9749802	71.5931571	292.590375	222.4544986	410.66936100000004	419.356527	175.51220700000002	208.988167	107.76446	71.783344	43.7577829	234.2810999	172.8620176	57.744957
K00859	213.9879623	121.87899800000001	126.105593	11.71056	193.442003	144.904445	93.58156199999999	103.797563	155.490792	129.11437	84.603077	71.52923	1.087052	71.168612	123.8779117	49.122274	237.307752	206.7457975	236.437887	170.732609	41.552866	98.014174	148.842601	29.628434	25.330387	2.9493	224.400108	2.79708
K00860	69.264851	99.892499	172.630202	0.0	49.457005	21.585253	122.4444	102.947041	83.665187	127.8149	12.314402	155.78013	76.2332	107.7782237	49.022349999999996	51.26668	5.347243000000001	74.76599900000001	2.4167567	1.660628	100.7592	117.9028	181.1808	199.1568869	216.96429999999998	42.149539	12.361934	128.969813
K00864	17.366516700000002	55.417404	39.741027	4.75796	36.9688031	30.3001943	102.727936	13.812444	102.6781674	139.26898	4.2282210000000005	149.693899	47.956661	190.045017	37.536838	226.0845188	304.84175039999997	82.114744	3.2361242	302.180251	134.47299610000002	165.890794	269.5458304	81.64231219999999	138.461437	93.20561000000001	1.960419	21.199212199999998
K00865	27.0565724	1.552902	0.89023	367.304	7.065644	3.913164	92.866742	22.2813835	97.25921	0.0	1.00618	68.03647000000001	2.39612	1.238654	36.797581	44.919576	232.8423931	17.291280999999998	80.2892454	128.1167298	45.025419	26.50578	420.288766	290.136452	68.11599	135.3230518	1.647606	0.0
K00867	26.402241	37.060752	97.933	16.40234	126.198664	63.5002031	29.01818	28.387164000000002	77.4045487	74.31099900000001	7.647856999999999	163.43921	121.240756	130.9505487	77.368664	30.086228000000002	96.799406	49.2803591	23.6125929	23.07603	144.248593	202.711871	247.30180299999998	35.110815	26.649382	11.467145	1.134894	69.10899099999999
K00868	183.28645	139.951198	116.4603336	385.23	104.96792500000001	101.4071317	66.8545559	114.008929	131.333587	49.5416	361.26248899999996	52.03763	11.0844	82.84640209999999	93.0569885	36.629191	113.890941	221.143617	311.9461	269.659893	14.855883	12.174082	424.387407	111.266161	55.891795	195.8676068	227.866272	51.314593
K00872	15.275324000000001	205.915757	12.152607	10.38294	120.95821000000001	32.888159	29.2589966	26.3792108	370.41446709999997	191.63403019999998	8.848717	151.55357	102.56618999999999	187.7063863	45.883981	58.438388	310.97979100000003	33.3478099	8.150444	190.32315499999999	124.41618500000001	198.612824	190.69738999999998	41.599418	69.69311	44.989214999999994	9.662096	51.264616000000004
K00873	78.080234	338.098261	147.005033	143.548163	66.07994479999999	48.831571600000004	0.729958	90.685784	499.3780799	174.87605	30.5104004	293.374276	121.027932	128.1493829	40.779574000000004	41.5120187	358.26013	52.261705	52.185422	399.777637	239.537506	203.9935561	123.810391	50.359402	118.1834381	64.180836	80.529414	59.6053984
K00874	28.48218	52.642812	0.0	0.0	6.72648	8.808812	41.58082	74.6824	30.7	0.0	8.0002963	46.1224	0.0	1.175734	77.38973999999999	23.7372	268.0922	49.788321	0.0	136.466	45.1094	0.0	135.1056	40.555080000000004	36.11103	3.932322	0.0	0.0
K00876	61.159814	153.139402	9.57604	3.55056	45.597158	46.191007	82.244559	145.549479	249.1199774	74.83399	7.8532247	144.02785999999998	84.622068	91.7376	29.261372599999998	75.8539248	368.346225	27.2346252	12.112581	343.021999	126.953623	102.491809	214.32357000000002	68.8407839	131.4137727	37.276111	12.015858	100.24188
K00878	146.01276000000001	125.1428	95.791531	434.536054	285.21821	384.5559365	8.294775	72.681299	90.90737299999999	19.03042	415.30661	115.54335800000001	41.964199	29.1407599	131.524786	25.344772	258.040099	173.284193	297.271542	356.812391	108.466631	184.42657	272.057856	10.476835999999999	24.312391	181.12948	253.41772	82.98021
K00879	1.62471	27.9314	0.0	0.0	3.37382	1.5822479999999999	15.04164	6.15584	53.880961799999994	0.0	0.8489	60.0138	0.0	2.284599	1.844514	0.0	172.5656	45.409054	0.0	0.0	20.2424	17.40076	281.136	43.6066	22.526226	1.11187	0.838412	0.0
K00880	0.833594	0.0	0.0	0.0	0.0	2.2224552	32.0152	0.0	0.0	0.0	64.450837	0.0	0.0	0.0	0.0	18.95862	0.0	42.5418644	0.0	0.0	0.0	0.0	112.2566	67.5444	42.811741999999995	0.0	0.74695	85.26964
K00881	2.84534	0.0	0.0	0.0	0.0	1.731246	4.68812	5.49398	0.0	0.0	0.0	0.0	0.0	0.6883528	0.0	16.8867	0.0	7.64074	0.0	0.0	0.0	0.0	290.564	6.770854	0.0	7.64788	0.0	0.0
K00882	12.21889	1.215458	1.649136	13.5778	79.299794	12.619968	9.783524	3.7973049999999997	63.804001	105.271	3.311902	51.9338414	3.246742	10.98125	23.866845	15.496744	211.96374	32.38033	10.337831999999999	180.38721	41.3572	124.622704	23.62802	28.053592000000002	25.603745	13.83566	2.475903	8.66372
