#NAME	ERR9752345	ERR9752037	ERR9752038	ERR9752039	ERR9752040	ERR9752105	ERR9752106	ERR9752107	ERR9752108	ERR9752126	ERR9752127	ERR9752128	ERR9752129	ERR9752130	ERR9752133	ERR9752145	ERR9752146	ERR9752147	ERR9752148	ERR9752159	ERR9752160	ERR9752161	ERR9752162	ERR9752188	ERR9752208	ERR9752249	ERR9752250	ERR9752251	ERR9752252	ERR9752280	ERR9752281	ERR9752282	ERR9752283	ERR9752291	ERR9752292	ERR9752293	ERR9752294	ERR9752327	ERR9752328	ERR9752329	ERR9752330	ERR9752346	ERR9752347	ERR9752348	ERR9752428	ERR9752429	ERR9752430	ERR9752433	ERR9752434	ERR9752435	ERR9752448	ERR9752449	ERR9752450	ERR9752453	ERR9752454	ERR9752455
K00016	300.381675	10.773736	324.07563300000004	11.32748	18.4675428	443.694019	68.049294	57.485808	90.4112193	41.333185199999996	39.2783717	1.672102	638.0729249999999	113.8274269	115.9051982	104.3168213	67.96849	229.29811	50.4571568	329.54443119999996	630.542286	338.294001	272.79052	102.844295	56.9822728	2.6672773	64.3176091	548.9879414000001	75.0844577	251.702023	0.0	2.703779	104.034413	627.5637509999999	542.069555	205.363627	28.108821	222.207479	393.955268	6.53794	118.499735	358.318418	292.2256094	117.802646	0.70025	0.0	38.0052	0.0	35.648002000000005	40.2934	117.714583	527.934167	377.06944	34.0752251	228.296049	142.906757
K00021	0.336364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00024	61.4202734	90.51283699999999	48.459635000000006	133.77679080000001	126.160022	79.6768442	200.7617	293.829631	63.318219	143.430692	165.0072135	161.9918	23.1926172	4.915885299999999	22.462221	70.4769561	153.4788147	67.945241	37.389777	95.15982500000001	31.973797	82.6918055	56.208253	137.62214509999998	54.383645	61.8872096	115.6984078	36.9607819	46.594407000000004	100.9123239	168.250032	130.24907	46.5517568	33.397324999999995	59.4880148	77.914154	54.598562	162.61101	23.0284301	100.34523	11.230298999999999	33.776408	25.997772	88.4991335	271.6680568	222.86435600000002	388.19384	98.0370494	81.5088583	88.426335	123.6614046	18.585205600000002	68.966278	77.89717	27.275996	55.868218
K00027	17.4496539	155.728616	43.897883799999995	83.6305408	12.014299000000001	4.65328	0.98333	1.722994	0.8374078	2.38442	273.07390000000004	291.98040000000003	21.974791	4.084166	0.0	0.51855	9.768196	9.7358882	0.0	45.976389	1.082226	2.3757759	1.9435368	2.133717	2.498726	1.28119	12.388059	1.3527841999999999	1.322568	40.5342	67.04466000000001	78.0702	5.92844	23.938815	16.681497	11.671293	1.677628	132.848	11.379483	137.528511	11.56676	53.679817799999995	5.679199	18.50922	56.2208	56.985783399999995	1.917104	97.4384551	107.01642000000001	87.90359699999999	0.0	4.6422831	3.06204	93.40661	31.641012	65.62845800000001
K00029	4.22014	93.48563899999999	27.645159999999997	38.468193600000006	0.926468	9.3159776	1.547578	1.9597941	1.1874662999999999	0.494224	79.7721147	73.854	20.122208999999998	9.6806	3.33202	0.607794	1.404008	0.288126	5.293498	57.2796302	1.63843	0.3647642	0.234222	0.0	6.342937999999999	22.622013000000003	1.0313623	0.568984	0.555924	1.15489	0.784114	1.658988	1.605954	0.706416	2.385557	1.176845	2.44386	0.0	9.74306	6.092476	11.1424	12.396511	2.415408	8.34612	38.2616	15.562318999999999	0.0	2.39258	1.744784	7.8326975999999995	0.0	1.8151196	0.0	3.3059	1.881162	4.756659
K00031	16.636346200000002	5.685963999999999	8.1582998	36.1295693	68.352585	12.7147053	11.492899000000001	3.8468470999999997	46.6833559	11.770508	42.018127	39.1252485	16.253137	1.5762686	33.790946	53.1895911	128.24876899999998	51.131935999999996	24.261793	18.3648993	18.48154	49.015201499999996	45.701972	15.8860331	15.453182	26.3538402	87.9596438	15.676923700000001	45.1378901	0.408898	0.0	0.0	49.92241	1.4424844	1.527168	2.4220049	4.129954	8.494963	15.399434	0.0	35.130959000000004	5.9890217	7.6334981	31.0385618	50.161768	22.499445	1.1505581	0.0	0.0	7.4753785	0.0	7.7048948	1.9748288999999999	0.0	0.0	2.1344149
K00033	7.909855	0.0	0.395628	0.2508696	10.48156	74.67419699999999	113.727649	80.877577	0.889568	67.0128	5.4968715999999995	0.0	223.546	0.944768	0.0	0.0	0.0	0.0	8.984528000000001	13.9298428	9.040622	1.775776	0.0	1.8082639	0.857776	0.68795	1.890973	1.522325	0.0	7.1096651	0.0	23.8094	11.31992	1.6124384	17.961319	14.954424	12.98996	183.807775	12.9292372	0.0	0.0	0.0	1.4698912	0.0	109.8152	132.7934	90.02879	0.0	0.0	0.0	28.83436	2.82628	21.6022	0.0	0.0	0.0
K00036	12.574158	103.208346	46.578231	51.536026	54.444995999999996	129.3047318	90.91073	83.309031	27.9092354	25.01374	111.3696412	93.23219800000001	25.487029	6.19518	9.0410168	48.799175999999996	117.626632	42.371626	18.317711000000003	79.437442	27.259401	69.2529837	42.346227	14.561556	18.25425	26.437983	74.5192289	14.133172199999999	25.4462	18.68331	2.3689458	17.2231683	31.319861	3.8205720000000003	16.1786615	12.7543466	12.351204	54.31755	12.099326000000001	11.556654	6.992761	21.8524186	3.754126	3.4761990000000003	109.2800193	130.8177	63.6404346	8.6002619	28.97701	26.9886026	188.50716	11.3237016	22.384968	5.448342	3.881934	7.9613884
K00040	42.079587000000004	7.130224	11.589243	24.301838	76.95036999999999	0.0	0.0	0.0	10.90226	17.62972	0.0	0.0	0.8058244	101.944788	71.16012	0.776122	3.672238	2.92958	86.70212000000001	0.0	0.0	1.4497144	9.810994	26.821553	59.555957	0.0	21.703218	9.2562645	58.736786	9.25611	12.292358	26.16183	93.00009	6.814698	6.854107	6.640923	105.328012	0.0	0.0	25.685760000000002	1.86829	2.1484947	17.207978999999998	91.174834	0.259522	0.0	0.0	39.619400999999996	41.505857	25.08783	0.0	5.917144	0.868442	31.6254	14.796897000000001	28.95881
K00041	17.19398	64.49159900000001	19.467217	24.08541	154.6984252	7.324713	21.581224	16.339962	43.5952848	42.96159	0.0	0.0	9.949994	130.105	80.28182000000001	65.601941	124.437726	50.735211	99.264599	21.3328	22.8672	65.955392	38.8156732	129.300407	89.906368	36.423772	99.159059	18.8150146	105.112327	21.18144	115.678622	20.218780000000002	139.4201637	9.25	25.795433	61.5613342	122.3428169	0.0	9.67384	32.313844	6.90018	1.526567	11.00156	118.2508176	0.0	0.0	0.0	49.31116	48.466	26.4957617	28.0563876	5.856579	2.719598	40.71941	71.76336400000001	70.9522462
K00042	63.141385	105.260516	48.772476	85.362968	0.0	12.96466	0.0	0.1380786	2.7878629999999998	0.3184	136.424	131.1132	10.274997	0.0	0.0	9.94268	10.756705	14.682347	0.0	91.438051	2.53964	4.909823	2.380497	0.5685499	0.0	22.6342	11.6186719	9.25023	0.0	88.47875	32.339576	70.98316	0.0	31.719250000000002	20.1944395	15.500620999999999	4.28134	73.3736	7.829045	70.86402	6.689876	29.7498383	27.120447	0.0	88.45138	40.44236	3.748705	159.4900141	142.33442	64.239121	0.45415	20.7301988	4.23816	104.85523	56.449326	79.6399911
K00046	18.11238	1.1902221	0.5711817	8.934274	10.502726	16.013650000000002	0.0	0.7525850000000001	11.40514	2.671374	148.75657999999999	149.87841	14.83972	2.971503	0.862226	10.71176	4.611226	4.26676	1.72923	0.6162302000000001	0.0	2.3921840000000003	0.456184	1.136862	3.325101	0.0	9.58568	1.18546	2.493903	17.53358	7.99256	28.5896	3.07424	7.51836	3.88198	3.95344	0.240834	0.0	0.0	24.1298	7.53031	15.784595	5.12028	1.21555	223.28236900000002	85.9002	6.497795999999999	45.2612	65.9802	27.87196	0.0	7.71476	2.7926789999999997	31.3972	17.77814	35.5376
K00048	20.93163	12.947814	15.6768	45.27739	6.57998	0.0	1.448784	2.4940466	0.1694336	0.0	0.0	0.0	0.0	0.0	0.367164	12.083264999999999	1.309372	2.92568	20.826181	0.0	0.0	2.093857	1.754008	0.0	0.268772	11.04694	5.611679	4.764265	2.5896	6.0611	19.47588	12.89686	0.0	3.10694	10.940662999999999	8.602798	2.06326	45.7612	0.0	50.66488	1.275284	2.3732643	11.78117	16.84292	0.0	0.0	0.0	105.28162	81.16276	45.533806600000005	0.0	9.852724	2.9338759999999997	18.06942	45.9064	53.161609999999996
K00052	214.593831	26.2352147	216.97004619999998	126.40169900000001	165.6619188	196.58676400000002	166.07921589999998	145.7797817	103.790174	127.0699152	150.742375	143.2784	378.0961898	131.464597	169.8079256	169.60315709999998	198.4912481	192.862765	127.391983	199.07027	384.9805531	283.3442376	218.3098877	163.772212	131.8142309	124.57638510000001	159.3934757	329.0579193	153.7390428	209.8196995	130.9996	37.7984	179.1132357	134.1022719	182.7333305	175.1657313	208.454319	209.108179	246.07781699999998	0.0	98.01047	236.64855	217.0295916	220.289747	138.3789957	164.232956	48.480380700000005	101.06324699999999	79.2007261	49.911445400000005	182.700504	194.5835929	157.014313	26.3508391	170.560974	132.4005536
K00053	409.2619818	120.6925738	467.2482496	69.67740880000001	106.400626	563.195604	117.11841299999999	254.4176502	130.2019681	165.10841399999998	187.770175	168.663	837.06971	369.3864289	256.290046	177.9039421	129.261377	439.139908	229.10587999999998	328.140435	799.681747	446.02806400000003	403.260216	188.8371802	149.9497706	6.7573861	105.4183928	701.278128	238.559472	458.03994470000004	12.97138	46.056783	279.087642	797.6981212	680.709924	311.2677028	191.267381	278.39204	636.3134047	27.642166	248.895591	457.128994	440.051865	352.800155	94.30139840000001	57.4120663	456.7507816	51.8791973	59.4515223	37.313624	312.66225	1167.4419222	804.958773	206.026457	413.44527	287.6080407
K00057	20.7221585	124.411804	160.5284025	123.115466	86.82575	222.6918299	38.077683	52.9270234	152.2987912	55.39021	148.676414	115.099221	299.8261923	110.7875755	86.4157744	113.744206	149.08154670000002	146.48794900000001	49.841854	244.7084453	401.060365	150.80605590000002	82.726795	66.13117	24.6436311	31.482962	127.561545	115.6162121	137.852695	208.6302973	23.09104	22.997794	84.973014	14.9368758	26.124993	68.984995	135.9275179	146.214551	276.503924	96.6624113	62.851656	32.228022700000004	13.3261073	110.118461	70.0760588	44.452129	37.9579563	190.159601	243.44050000000001	138.985804	46.014378	95.9820045	51.6290486	20.518565	212.86443	179.43092470000002
K00058	20.8252262	212.698432	74.346245	93.98515350000001	59.196571999999996	195.964075	58.562234	34.633392	52.4270153	13.9115	321.2454	305.4122	52.942017	68.237526	42.104589	54.837799	40.56158	115.85642899999999	43.462629	181.04568	23.651419999999998	13.416174	49.5967592	52.417415	31.5694342	31.693784	81.9435288	52.2116058	55.585171	86.80697	128.035215	16.3505	53.684632	16.05302	50.999679	81.8724566	36.09739	4.5751	98.63043	17.02052	78.650599	60.253014	6.778557	58.139972	310.4583229	120.9676	7.6151366000000005	75.30078879999999	20.1954	32.1495666	73.254244	45.550959	32.9647928	66.5752	66.370989	57.1458042
K00059	253.611952	187.1274001	291.326326	68.9556056	242.321674	261.9743616	41.178772	52.231961999999996	188.90842990000002	62.908053	438.875273	371.075642	487.9936972	182.9174007	118.728615	217.455847	319.652002	196.632342	149.036065	489.353369	623.7298930000001	427.7515496	343.21213	97.28881299999999	109.6904414	69.5261513	248.511726	400.500341	161.3578092	244.767672	8.96236	22.982822	229.606101	15.9108076	28.011409999999998	18.5419209	165.930815	119.319867	232.239802	27.685223999999998	94.91927799999999	325.6238755	168.909213	218.344371	402.94273300000003	236.892187	46.75362	27.598826000000003	28.2422	34.970808	142.682976	215.432221	143.611106	23.1294	142.63943	89.276749
K00060	23.358990000000002	107.238412	35.740260000000006	49.3510069	2.56488	42.453661000000004	0.0	131.502217	4.927625	49.06129	172.55004	175.43616	24.9163703	0.0	9.66823	0.0	5.139749	5.4411	0.0	71.789621	7.089395000000001	0.0	1.058378	0.0	1.40957	0.698174	4.492823	5.92066	0.0	25.95561	6.94006	22.515	1.42755	16.81018	10.52028	6.5423865	4.91422	188.28	18.72292	27.36624	2.020524	105.558972	6.3215	32.1524	162.0492231	66.235654	330.8360053	54.343180600000004	39.242	34.557425	1.513163	5.8096759	1.548168	28.5846	12.656495	18.417441999999998
K00065	11.892411	103.107173	32.548427	45.510766000000004	9.16646	24.3144022	0.0	1.359762	1.856772	5.699654	311.914739	287.4805	21.806555	1.835428	0.0	5.14378	1.348055	1.5557442	0.0	74.70417	2.42512	5.079162	0.821332	0.997403	0.696642	15.5006	7.555682	4.005205	1.220096	6.355805	5.0905380000000005	11.53504	0.715634	3.422195	16.048234	5.4339615	1.867708	0.0	3.707799	23.34002	4.900301	45.76316	8.609318	0.0	213.3579	113.939445	7.651178	40.0023364	34.2322	44.858464000000005	1.282128	2.9389204	1.941624	10.38366	4.121162	13.6587798
K00067	0.235082	1.530712	0.67315	0.0	80.21421600000001	21.841956	24.6884	19.091441	57.009005	69.8748	5.94834	0.0	0.919182	81.4386	10.80782	89.228047	138.029612	78.089808	34.524029999999996	130.5017351	58.2358	79.180008	67.03353	28.4394203	24.241416	23.47262	85.8973835	18.18851	42.3783618	11.83432	121.9368	28.2536	51.738954	0.499076	18.76407	13.7594	35.84417	0.0	0.0	1.531546	14.45012	2.86658	0.5405892	28.880183	60.779	84.05189	50.2252	0.0	0.0	0.0	59.94759	4.4740939	19.043375	0.0	36.347899999999996	29.48678
K00068	2.848121	109.7328993	36.6880244	56.998286	9.459326	25.172022	0.0	1.7626065	1.7216847	0.0	146.6034301	141.8776	22.254215	70.4057	0.0	8.039702	0.0	1.777304	3.99352	57.424170000000004	1.73347	0.0	0.291534	1.6795436	0.93565	17.995774	7.1949369999999995	0.59323	5.62074	1.058946	0.0	0.0	5.10746	0.594884	0.0	0.965496	48.08941	0.0	11.69032	5.0097	24.942361	23.3852	4.6518	23.28204	51.58701	25.799647	2.189917	0.0	0.339692	6.267946	0.0	1.2282522999999999	0.0	1.851116	4.44718	0.951518
K00073	9.613633	9.909299	10.87198	25.852429100000002	0.0	0.0	0.0	0.0	0.8640798	0.24399	0.0	0.0	0.0	0.0	3.47108	4.53016	0.0	1.372693	0.0	0.0	0.0	1.9040836	0.1614536	0.0	0.0	26.256149999999998	7.140319	8.406935	0.0	4.087425	0.0	1.35721	0.0	0.557484	3.5176748	2.7188949000000004	1.170502	155.8961	0.658048	0.84679	1.2256150000000001	0.968258	14.7195148	2.27504	0.0	0.0	0.0	49.366811	55.949083	15.839041700000001	0.0	15.246756	1.8299835	9.653583	16.123157	37.424023
K00074	7.53554	0.0	0.0	0.0	100.117836	80.9454	26.2098	1.765692	113.493624	63.36963299999999	0.0	0.0	1.115156	162.40762	117.782221	25.259980000000002	19.124022	94.532	84.566035	0.0	0.0	0.971506	14.519416	44.854802	61.203538	20.9726	42.21235	55.67006	63.335778999999995	0.0	0.0	0.0	171.295789	0.0	0.0	0.0	123.709204	0.0	79.0074	0.0	57.68324	4.211021000000001	5.582841	115.46817	0.0	0.0	0.0	0.0	0.0	0.0	60.272414999999995	46.31063	32.992607	0.0	0.0	0.0
K00075	254.538461	8.567865	284.657534	35.993216000000004	35.236211999999995	199.583168	52.370179	52.724408000000004	84.4938057	119.505185	22.75142	0.795352	501.372009	156.713333	136.5018846	109.6996278	66.371928	112.877552	67.652055	315.43999	536.704203	221.910435	167.82279499999999	86.94872170000001	45.0101822	37.617830000000005	75.494018	342.16772399999996	133.201517	289.8034707	102.561	33.0807635	82.600014	354.1820253	322.760221	132.8019085	171.6953243	130.19383	217.337871	6.948498	89.640416	230.97816550000002	211.9634734	109.315584	180.1143785	281.5078	196.565	12.82244	27.6851848	31.8844817	206.9359043	295.010231	252.903684	0.0	264.63628	155.9703915
K00076	17.96982	8.94164	11.0895	24.209960000000002	0.0	0.0	0.0	0.0	0.150987	0.0	0.0	0.0	0.0	0.0	0.0	9.25674	0.0	0.231914	0.0	0.0	0.0	4.068079	1.078174	0.0	0.0	75.74216999999999	7.778786	5.53038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6832617	0.0	0.0	0.0	0.545814	0.301366	10.148781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.600687	0.54055	0.0	0.0	0.0
K00077	17.878681999999998	5.6788810000000005	10.215384	22.077437	122.868975	82.055205	120.0097	90.5028088	111.58070000000001	153.76475	202.601878	144.0285	19.988682	9.766965299999999	162.094974	10.2172057	3.140504	2.132784	121.74818599999999	119.727033	4.823059	2.2749372	23.327407	13.7301497	52.602331	35.9448313	36.6007686	12.112007	87.216654	24.452839	10.142541000000001	66.644818	141.484848	13.798417	30.607829000000002	20.4186245	250.315734	265.85595	3.5864603	40.72417	15.0020597	29.647355	7.264973	155.200604	293.8919	236.4942	110.691822	210.111552	128.989939	91.18799	41.9903711	14.744249	25.3842	29.43682	43.47521	94.469984
K00087	30.42303	3.7889999	4.323979	10.466824	9.989296	0.0	0.0	0.0	0.095341	0.0	0.0	0.0	0.0	0.0	0.0	5.1342	0.0	0.1155878	0.0	0.0	0.0	2.5804489999999998	2.096736	0.846971	0.290562	0.0	0.0	0.0	2.21548	4.561861	1.13146	3.5385649999999997	39.9436	0.0	0.0	0.0	2.22116	0.0	0.0	11.222013	0.7831479	2.1119651	11.718955	2.59236	0.0	0.0	0.0	29.927065000000002	32.947812	15.699268	1.834802	9.089578	0.333692	2.16106	6.749858	34.014582
K00088	149.7579925	78.5064251	167.38302910000002	23.955445100000002	19.095719	67.7586202	7.50138	7.7617618	67.2055892	20.0057811	78.0933791	60.4644444	404.2759204	88.9570965	16.0652888	39.912159	13.9982027	36.111426	23.171955	199.5275327	276.2346416	162.91726010000002	127.4763729	28.2233862	10.1970825	24.0154381	27.2428152	261.2740545	53.3577817	90.1343996	5.053948	10.063267	42.709386	17.7497061	14.650375	6.2563964	35.399194	258.304396	90.3610726	25.316802	61.477808	208.6398018	115.0314502	63.0779471	44.004172499999996	29.585209600000002	1.93208	38.213682000000006	42.7708094	32.737006199999996	21.75759	207.3999547	147.669795	11.424005	190.67003	108.576402
K00090	18.07792	96.697594	39.111214	56.9956062	0.853092	11.2301	0.0	0.0	1.121126	0.0	36.362	37.6382	24.8990477	0.0	0.0	6.3009	1.531758	2.44684	0.0	69.328055	2.18658	2.461137	0.612268	0.43053	0.0	14.04168	7.355187	4.1997610000000005	0.0	5.06398	9.973130000000001	9.75906	0.0	5.380941	16.899235	7.8239149999999995	5.15922	144.50337	16.6823598	39.12778	1.642556	12.797279000000001	11.605474000000001	0.0	33.4428	14.36766	0.0	87.88324	88.495	44.641366	0.0	14.832241	2.55158	15.58662	24.34383	48.216409999999996
K00094	29.560328	7.941618	9.432446	21.678213	0.0988006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.757687	3.4415839999999998	0.0	0.0	0.0	3.061762	1.7864257000000001	0.0962008	0.0	0.0	0.0	0.0	0.0	11.99176	18.664702	17.00492	0.0	6.62172	8.540083	7.126722	4.0798	0.0	0.0	39.72685	1.9848580999999998	0.363096	13.132196	0.0	0.0	0.0	0.0	73.945248	73.29214999999999	26.0988	0.0	9.788333999999999	3.146086	36.4738	27.583751	46.62679
K00097	37.3972	0.0	0.0	22.1793867	66.237148	7.88124	24.280343000000002	21.382215	38.3020196	0.0	0.0	0.0	16.82846	0.0	51.50052	118.65096	187.959976	80.78743	30.69082	26.434	25.757	74.0704024	41.526626	118.64492999999999	27.84656	34.349002	140.774168	17.167438999999998	85.41897	67.651018	147.615333	75.565058	63.89338	8.6358346	28.759638	63.306408	12.818561	186.5727	0.3511159	74.776588	4.534964	3.6823040000000002	17.287497000000002	15.49748	0.871898	0.0	0.0	127.731638	136.52823	46.936572	104.1684651	29.3348303	15.806199000000001	88.706024	111.659198	97.698641
K00098	58.8696	0.0	0.0	0.0	0.0	0.0	2.23768	3.76224	0.799302	0.0	0.0	0.0	0.0	0.0	0.0	19.8351	5.50486	6.4248	0.0	0.0	0.0	3.65762	1.720972	0.401516	0.0	0.0	0.732872	1.230692	0.0	38.15624	15.87288	39.539	0.0	23.622609999999998	7.05782	5.14968	0.705362	0.0	0.0	35.5974	2.5938	2.8525	10.03106	0.0	0.3179	0.0	0.0	164.9418	106.293	36.3024	0.0	13.67604	5.12422	89.4256	37.7158	79.4032
K00099	207.56644	10.6444694	283.9243355	65.9233764	174.21323	240.415624	212.596187	156.361246	187.67333730000001	144.1468484	148.5884	142.821	332.126915	161.1787964	175.051027	194.085799	194.532963	259.4958205	144.533773	194.416831	402.502305	296.84556100000003	221.4219564	100.4967376	114.4010797	79.0696488	187.749652	296.188477	166.2214568	211.93589	136.70839	78.50262000000001	188.6024139	17.5635604	80.351978	165.1402865	258.2004581	193.783825	311.811695	57.4297691	136.83783	232.171586	119.40675900000001	192.0482596	162.5530549	156.576395	65.41399	72.8242336	63.193808000000004	70.1945894	176.2784788	264.074134	164.742029	71.82717500000001	212.884447	125.70964099999999
