#NAME	ERR9751998	ERR9751999	ERR9752000	ERR9752001	ERR9752031	ERR9752032	ERR9752048	ERR9752049	ERR9752050	ERR9752051	ERR9752054	ERR9752060	ERR9752061	ERR9752062	ERR9752063	ERR9752079	ERR9752209	ERR9752265	ERR9752266	ERR9752267	ERR9752268	ERR9752297	ERR9752298	ERR9752299	ERR9752300	ERR9752343	ERR9752344	ERR9752351	ERR9752352	ERR9752353	ERR9752354	ERR9752355	ERR9752376	ERR9752377	ERR9752378	ERR9752381	ERR9752382	ERR9752383	ERR9752390	ERR9752391	ERR9752392	ERR9752409	ERR9752410	ERR9752411	ERR9752458	ERR9752459	ERR9752460	ERR9752464	ERR9752465	ERR9752468	ERR9752469	ERR9752470	ERR9752473	ERR9752474	ERR9752475
K00027	13.381284	14.054698	10.0420795	1.934106	0.0	61.376541	1.65924	0.927774	1.3034336	0.812166	1.00177	36.43965	8.798181	2.6040841	2.24688	12.14606	1.2474573999999998	82.02659	1.25652	0.309162	8.10736	0.0	253.83751949999998	182.20367	0.0	0.8753314999999999	22.9698	0.0	172.9514	32.428987	38.0351264	35.3323959	255.778312	334.2837382	22.114786	95.310465	31.0907604	69.64642260000001	0.0	0.0	0.0	98.4376376	69.8750075	30.867235	77.80597	67.616968	76.554832	38.470187	36.816033000000004	204.832	2.7621845	147.1399486	0.6305	5.68366	56.775437
K00029	1.256646	0.499888	0.388588	5.29596	5.5717434	1.816614	1.831426	0.952256	0.6117748000000001	0.1784918	0.0	35.3138	0.8625598999999999	0.6525861	0.110046	2.965883	0.471982	169.7887	0.0	8.2898241	0.1239406	217.992	35.280412	85.496024	0.893852	2.7684044	2.127196	0.0	58.3564	11.68804	13.10038	12.7178788	177.3076	185.0339115	16.3486355	6.804041	1.115068	9.1346641	0.0	0.0	0.0	17.912197	13.811781	16.1897881	14.932383600000001	40.803595	10.815122	1.504446	4.6728804	109.98016	12.375963899999999	39.904354	3.757804	0.0	65.21538
K00031	5.529001	14.145230999999999	4.950183	50.785126000000005	0.0	56.02947	23.984415000000002	30.247603	79.6778019	53.544156	31.404849000000002	52.42842	21.95884	46.412022799999995	29.849546	38.302043	105.562246	6.6581889	0.842002	13.0153047	33.982619	2.630576	19.974141799999998	4.271961	35.835584	97.799422	147.3978996	28.619659	23.896265	5.1999783	39.7185477	95.6773658	153.707216	5.361642	21.903380300000002	36.3639842	113.839392	100.912169	0.0	18.330204000000002	56.31421	5.2588751	8.70671	11.2181423	37.203213000000005	36.196619999999996	11.373667	1.6442253	3.264298	1.7102799	19.569799200000002	39.57976	11.1041657	18.470914999999998	41.2118614
K00033	6.06638	63.022676	75.031187	18.5045	10.27292	0.0	27.94381	11.286007999999999	132.7207	46.515199100000004	6.42832	6.93752	4.75844	3.0883604	0.0	0.0	0.0	111.89545199999999	18.53307	14.364276	2.496	4.155664	0.0	0.0	0.0	0.0	0.0	4.68452	0.0	0.0	0.0	0.544836	25.9506	0.0	1.190119	0.0	0.0	6.48184	0.0	9.409317	7.072737999999999	0.0	7.550296	0.0	0.544548	0.0	0.0	1.764612	2.6528	5.834084	0.0	0.0	0.0	3.24472	3.03358
K00036	22.17258	49.822195	51.662181	65.757587	3.617325	20.9645901	35.26516	31.709159	116.91021810000001	43.806419	39.878438	75.483755	21.16922	40.6358471	26.181612	1.706874	62.441656	291.733796	12.860740999999999	5.9482814	28.427966	155.002386	35.8595481	67.024832	0.898354	3.8352205	45.5516728	33.436043999999995	149.022615	25.048422	67.1376334	17.874312	140.7026105	138.67794800000001	8.3575702	65.686162	140.034975	131.522767	0.0	34.066044	73.49659	17.8762417	14.11223	3.9583426	25.7110906	74.24658	18.573376	8.324682300000001	8.1650324	129.80305499999997	3.1005293000000003	62.866601	9.259067	31.379652	118.017343
K00040	5.713972	4.1847639999999995	3.27744	15.70416	175.00357	4.153735	5.65293	1.109912	2.5661392	74.00458	24.818966	0.0	4.176918	2.449122	37.672839	19.2549564	78.12777	4.86352	0.0	8.560495999999999	55.23963	0.0	0.0	0.0	102.257539	87.9456	12.648018500000001	58.4059612	0.0	0.0	0.62289	117.822363	194.4558	0.0	9.479862	15.92189	11.564956	14.70453	0.0	0.0	0.0	5.27774	2.54032	14.688177999999999	9.72438	0.0	1.8592251	33.141613	26.30339	0.0	14.1407365	4.789276	115.19944	206.16360799999998	0.0
K00041	27.930797000000002	22.71496	19.2449592	96.980469	197.00101	22.1486249	28.7021519	39.0887832	79.3025282	108.08821900000001	99.389707	58.275611	65.5347603	66.6786146	85.24971	13.915062800000001	114.141013	1.888232	53.7864	11.513441	131.405568	0.0	0.0	1.287542	92.24172	52.35396	64.372768	95.96097	0.0	0.0	0.539754	39.82503630000001	142.8702	9.40774	27.4685703	67.877547	188.43568	71.36958800000001	4.532944	26.0847716	53.682273	45.518425	34.62541	35.613772999999995	76.28701000000001	28.924160999999998	46.700004	20.753156	21.491206	79.566395	11.454397199999999	4.2357432	9.075365	26.78133	93.27018480000001
K00042	24.17537	17.711218	15.082062	3.964595	1.5991258000000002	9.4911371	19.47668	37.79538	7.112008	1.8635021	0.0	37.9374	13.536101	7.135099	0.1781022	3.9878591	2.511263	188.36738	0.0	15.760022600000001	0.27959	143.2046	52.2074	101.17073099999999	0.540462	0.1247032	11.216716	0.0	104.61513	77.5556	23.0092	30.9587571	216.617762	206.964244	43.2835411	70.992166	40.6276522	78.38444	0.0	0.738184	0.0	121.76492	107.00695	62.330106	57.3167608	116.67332	36.989157999999996	44.9216028	61.5735674	252.8281296	74.50018200000001	88.633897	9.806812	2.287618	57.551385
K00045	3.109783	0.0	5.133511	7.687143000000001	0.0	0.0	2.721037	0.0	6.708477	8.662277	4.6560820000000005	14.94412	1.299744	10.14016	4.41126	0.0	0.0	0.0	0.0	0.0	6.31598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.164838	7.72226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00046	8.77838	8.99516	4.92868	7.656421	0.0	16.737887999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.269337999999999	13.276119	11.424018	3.589481	0.0	0.457708	3.977565	5.56623	0.0	72.55682	18.85706	1.710376	0.0	14.95654	5.429422	99.59717	20.89644	24.91001	13.3897392	0.0	250.353871	20.8866	39.1624	17.788776	35.34138	0.0	2.3051	1.47618	0.0	0.0	0.0	0.0	194.9806	1.936216	17.02812	24.88014	0.0	0.370096	176.244172	0.794658	0.0	0.0
K00048	7.68294	4.69102	11.027886	0.233404	0.0	7.463304	5.88292	15.850280000000001	3.569865	0.250294	0.0	0.0	6.123279	3.04026	0.0	3.103382	0.6050703	146.6706	0.0	11.48912	0.68876	0.0	0.0	1.569556	1.0487055	0.0	4.414633	3.52542	12.0107	42.8544	0.0	10.9498376	0.0	0.0	25.1034	13.13918	32.686949999999996	23.210810000000002	0.0	0.0	0.0	14.148522	8.94132	18.89372	0.0	14.84527	6.4011	30.6226	30.0496	0.0	45.161028	16.441902	4.730873	0.314824	9.625235
K00052	235.946098	154.35821800000002	213.1841425	127.48118600000001	194.8119732	108.1550537	218.09560100000002	211.6057087	214.75959899999998	218.4381	161.3428596	190.1695478	247.744373	201.0738368	180.483168	39.3551845	143.44903	120.01876	85.48873	156.37837340000002	158.308231	166.67257099999998	70.978876	4.8799	143.454989	118.1318247	115.65524119999999	162.234001	80.0051887	49.79698	50.8225403	145.7025832	169.24142	135.9601162	41.281997999999994	97.31225300000001	280.1434138	342.2357318	267.663619	219.56573400000002	170.744915	15.226963	126.3315664	85.246627	38.33157	121.3797	37.434188	109.84439259999999	201.6978387	1.1645385000000001	143.3809268	119.9645872	327.951933	212.9041006	139.78141449999998
K00053	377.7093219	127.30400200000001	254.188437	86.7650974	306.6509914	87.58281000000001	312.132591	359.527437	166.2377411	301.5322807	240.3296924	281.32383400000003	413.985815	297.290294	226.9864876	92.6543642	111.655578	243.24606400000002	744.891835	766.7505556	219.8715549	272.287904	78.66614440000001	167.5718	266.952245	119.523594	72.19042400000001	356.896118	256.9700828	100.605201	114.4574088	97.3814099	222.490327	157.14875659999998	76.6508661	50.57477420000001	32.8804418	171.2497843	1039.19617	661.28391	299.07849999999996	71.022903	466.8901045	269.8119861	51.2108716	133.36059	51.3940724	470.9394604	111.8732328	190.3961658	444.7117461	301.864417	1085.867902	742.009841	69.7807862
K00057	67.68326	41.589373	62.755625	84.495189	127.83876240000001	67.468826	193.914634	221.537737	159.266804	167.93765100000002	79.728172	183.6878527	152.088379	153.5237672	75.223732	90.872584	119.51721500000001	360.4858408	17.186688	48.186586	97.270193	177.6270295	65.586386	117.127181	70.280596	106.241625	166.544669	93.626164	164.538453	184.85923599999998	266.777961	85.6517966	435.52603	261.459552	156.01212950000001	72.6169667	155.136237	95.625984	3.16184	61.334645	126.00784	41.576811	199.004302	141.863115	22.460406	82.674423	65.9428	202.1000837	86.36059110000001	229.379641	144.118526	105.720173	389.956224	118.42338699999999	101.369634
K00058	23.348762400000002	9.948996600000001	23.09963	20.596401	21.1620277	108.868991	27.178008	14.7396359	27.5813548	25.910009300000002	31.8837878	122.882745	87.336617	77.9264393	59.2526071	62.554756	65.486983	218.66826	334.72919	38.5988672	39.3999833	176.9822	160.4852531	192.84317	28.83365	76.63004	80.66566689999999	24.561042	230.9557	43.70778	89.59881	144.1527321	194.326751	242.54380400000002	71.297909	30.9805686	19.1429574	102.2539338	10.25294	25.792177000000002	16.0419996	94.195949	24.73443	34.9766019	89.5416486	229.608273	68.451223	17.1441768	81.3746186	265.30711099999996	21.640530599999998	206.600338	10.9109164	14.367768	164.9603966
K00059	203.414436	105.10334999999999	139.24438	187.422723	229.0062652	141.2425968	250.879672	316.381353	303.058363	260.946001	146.287417	424.51428699999997	276.702281	347.793637	237.395941	106.508204	353.874459	279.6200658	2.043616	40.93223	152.40886	217.36198	187.20721	120.550473	213.376167	184.34407829999998	216.818307	267.308296	324.3543	144.68004	91.9425726	313.75966090000003	155.298153	313.77405	89.1241807	174.408624	498.2305915	290.194326	347.374379	269.088294	321.00602499999997	21.828225	152.486626	178.472496	203.70420000000001	256.810094	136.617344	169.65879800000002	62.990772	75.73459	135.1563276	239.196036	477.347359	314.29395999999997	189.347877
K00060	14.1932	10.07558	10.4270467	0.0	10.300513200000001	2.3237787	4.22178	4.79384	1.2775799	1.3720636000000002	106.486	49.33923	13.2652751	7.6709119999999995	49.78807	1.036234	0.846438	111.57484	5.07082	5.736299	6.03228	0.0	81.9605912	104.09120300000001	0.0	1.2665282	1.006596	0.0	119.64641	29.539341	31.364442	22.237755	321.3842	177.8984532	30.655381300000002	24.0745518	12.33332	30.7024051	0.0	8.1841	0.0	41.741577	52.358	20.463442	90.226371	190.771636	40.7936036	27.6646	23.0091596	220.2980278	18.4463788	159.539521	4.031069	0.0	85.992872
K00065	5.58476	3.61704	1.34357	1.169148	1.829659	1.141364	5.60994	10.17736	1.883318	4.52034	0.0	44.7586	7.495043	3.866376	2.31728	12.041367999999999	1.0009616	241.59446	268.02	35.301418	4.06498	153.6684	134.33319600000002	103.9286364	0.0	2.4100019	19.51742	0.935912	227.73149800000002	45.47873	51.293433	33.5249915	402.61	171.919238	48.81521	26.0088	10.16464	27.07375	0.0	0.0	0.0	18.445819	8.15561	17.7073449	153.9752	149.236548	86.1782434	6.6376007	23.8033764	165.58297499999998	2.680484	221.44641299999998	0.54785	0.0	64.9984656
K00067	7.366487	80.56993999999999	83.34733999999999	86.910391	10.124499	22.765230000000003	21.9889607	33.60587	70.125439	40.92095	51.99375	59.302549299999995	21.5662	41.07797	33.601182	23.415169	153.2742	82.5236	65.189145	4.50978	39.09448	0.0	57.19475	24.4016	64.70881	89.66694000000001	63.258970000000005	51.03116	0.0	0.0	0.0	136.817652	0.0	0.0	0.0	49.283979	156.733597	64.763832	3.76584	25.480636999999998	133.38216	0.0	0.0	0.0	0.0	0.0	0.0	85.66	9.1349	0.0	0.7776722	105.92585	9.072813	22.76798	97.400955
K00068	0.613396	2.85676	0.742396	0.286826	15.0617052	3.5885428	4.454	0.0	0.0	7.00756	5.248281	40.0948	0.680874	0.850998	8.318358	6.806179	0.0	71.36704	0.0	9.57216	5.745583	0.0	68.45002	102.827573	7.061119	0.0	4.7717627	6.82932	106.2656	21.541179	25.251988	20.0077972	0.0	108.8692005	11.1843065	0.225736	0.311146	3.1624379	0.0	0.0	0.0	8.354182	17.780006	0.0	0.0	43.870769	1.513041	0.597832	1.201904	0.0	4.66306	42.734423	0.444282	0.0	39.288646
K00073	2.5453580000000002	1.441926	3.156371	0.216164	0.0	2.2354409	9.393254	3.833685	2.429063	0.308776	0.0	0.0	1.266282	1.1534763	0.0	1.297264	0.0	0.0	0.0	2.9979389999999997	0.0	0.0	0.0	0.513286	0.0	0.0	3.6882010000000003	0.0	0.0	0.0	0.0	4.5912286	0.0	0.0	52.7692505	3.663039	6.9355598	21.504364000000002	0.0	0.0	0.0	46.171408	6.039846	9.757497	0.0	24.355015	10.640565200000001	17.4725814	14.2541	0.0	29.36181	5.47278	3.0546	0.0	3.6827
K00075	218.923854	133.7365886	214.48364	51.261421	65.804338	18.7425958	241.3075623	272.077776	116.22061	141.1240137	91.771362	223.654279	236.0442693	219.861668	91.9114472	115.45982500000001	100.94842700000001	440.543669	113.772452	354.559723	62.524225	482.216868	8.7783642	5.4897509	97.485027	96.690379	68.341572	131.16988999999998	97.7439793	112.03223700000001	83.086993	121.75422800000001	253.771923	134.513016	10.9618235	1.4334617	7.122928	88.9314129	275.344	233.726195	126.00268	5.010297	129.35701	113.028197	2.3483	14.984062999999999	3.433582	172.28907859999998	38.412921	5.357519	137.315617	69.1288	448.112297	231.12033	86.104413
K00076	8.163402999999999	4.611844	3.752873	0.552582	0.0	0.0	9.81908	2.55338	3.4400779999999997	0.327614	0.0	0.0	0.0	0.448444	0.0	2.516994	0.0	0.0	0.0	10.235917	0.0	0.0	0.0	0.0	0.189244	0.0	2.881724	0.0	0.0	0.0	0.0	3.857761	0.0	0.0	23.647386400000002	0.0	0.724838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.07274	1.191462	2.994324	0.0	37.044156	7.4126225	5.513063	0.0	6.440402
K00077	18.502527	95.702724	101.058458	44.37	170.518389	66.9940567	42.572444000000004	26.548395300000003	96.2611827	117.697828	48.553553	39.7733713	6.3093733	7.9263976000000005	51.5006034	64.019377	10.7241537	244.2858	1.137436	17.306432	180.80975999999998	141.5326048	63.00102	80.431	110.017217	80.45997	115.8565654	220.625663	111.10320899999999	65.0773992	53.614216	100.6683926	264.434115	3.997555	71.460127	19.20642	28.6718	115.139173	0.0	8.54304	8.885738	18.878221	18.82448	41.176771	173.732	192.63675	109.407928	46.069211	46.760818	3.87388	23.6669649	139.130254	1.67827	7.388217	63.275048999999996
K00087	1.003316	0.8003595	3.946603	0.156229	0.0	0.0	3.96142	2.82372	4.106895000000001	0.0	0.449426	0.0	0.0	1.3896952	4.77678	1.4012839	0.0	0.0	0.0	5.287942	0.0	0.0	0.0	0.0	0.642216	0.0	2.100738	0.0	0.0	0.0	0.0	7.0420429	0.0	0.0	13.786564	0.817226	3.765259	6.935901	0.0	0.0	0.0	1.306538	1.651618	0.0	0.0	1.44753	2.71056	3.220116	0.86279	0.0	14.574988	3.960876	1.7699793000000001	0.0	3.2827729999999997
K00088	135.5087539	39.4142874	89.988948	13.7899796	62.9704319	46.6366987	75.787915	73.092997	98.4111757	65.9593574	33.940362	96.7398615	72.15297450000001	69.4130072	41.2283927	44.8211198	94.309026	196.460364	28.116614000000002	26.657747	11.2957781	277.58783400000004	32.1896063	81.617599	52.982587099999996	72.2626407	52.4725915	28.80599	62.402483000000004	82.740062	49.0652278	113.1070414	294.485986	125.06381999999999	45.050646900000004	18.247434	8.0237163	38.3365564	298.171804	230.599736	92.2212	37.1191434	92.121034	72.8753028	47.599976	53.321962	40.7038262	95.4223765	33.7372338	205.80641640000002	152.5500482	52.9429813	231.372149	175.86353	65.63765500000001
K00090	7.83746	4.65674	7.34788	2.61274	1.99442	5.577218	5.83142	8.49656	4.091184	0.0	0.0	46.3902	6.7469	1.551354	0.0	1.884288	0.0	0.0	0.0	5.3955589999999995	0.0	0.0	39.043181000000004	104.24338	0.0	1.346803	3.999796	0.0	44.5248	10.34424	12.338503	21.2826474	216.564	117.8176293	73.5091278	13.51966	22.97943	34.895340000000004	0.0	0.0	0.0	16.9817	10.6555	17.187216	42.821794000000004	73.78498	40.5258426	17.78958	33.6716	27.57788	77.29526	40.69825	6.17102	0.0	52.42959
K00094	7.87696	6.23844	10.086428	1.946235	0.0	5.552198	6.45574	9.29098	5.1366153	0.25659	0.0	0.0	5.610559	2.871881	0.18119	2.8546586	0.4528796	0.0	0.0	5.160644	0.0	0.0	0.0	0.0	0.0945162	0.0	2.226535	0.0	0.0	0.0	0.0	8.731864	177.1756	1.45272	28.120970999999997	17.84566	20.940965	18.90288	0.0	0.0	0.0	67.79136	21.09478	15.04604	0.0	11.55864	3.3905	22.10361	26.19	0.0	27.90472	15.453116000000001	2.317356	0.44464	4.923918
K00097	19.978119	25.103605	34.8701837	91.673419	0.0	45.2408395	51.235014	46.07381	97.0208036	52.917005	56.64998	105.44255	79.427526	82.097767	51.4886105	0.771582	66.72081	0.0	69.3334	13.001442	44.747227	0.0	0.0	4.07374	0.0	0.9237634	48.243385	45.61544	0.0	0.0	0.0	10.592036	0.0	0.0	19.766537	136.74695	236.707846	147.842633	7.017526	48.342021	92.79797	145.03857	54.163576	18.828594000000002	0.0	14.518363	7.0268239999999995	23.556437000000003	123.95297500000001	0.0	30.988570000000003	9.409527	10.242775	31.562448	149.707955
K00098	18.90894	16.38274	9.89314	2.98292	0.0	3.82204	0.0	0.0	0.0	0.68153	0.0	0.0	0.0	3.43876	0.0	0.808802	1.121124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.1798	77.9934	33.4064	41.4486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.925	32.9356	0.0	0.0	2.18294	0.0	0.0	0.0
K00099	206.611982	174.849218	257.73028600000004	146.021759	186.2928338	83.899155	265.67384	213.7279392	238.742168	250.5022174	146.892034	203.782333	284.41828	220.9400193	137.1885486	101.45866600000001	152.9671584	350.106178	379.36048	69.568801	132.9827835	495.32064619999994	65.92138	116.43337000000001	142.3139998	168.4262013	190.3695493	141.2297649	115.33042	117.594591	223.82244	163.3801397	3.579255	29.965550999999998	12.527560999999999	101.503336	222.909756	140.83223	290.65427	214.277903	218.060447	53.39564	188.8650187	151.926449	2.4128789999999998	169.545062	29.721334	186.608311	49.972264	4.074507	183.0622525	103.8684361	517.5082789	229.170326	169.7354544
K00101	17.678083	19.660297999999997	13.7670362	4.843859	1.9433976	6.657255	3.10514	10.44804	3.297241	1.2400823	0.0	48.3196	13.8914	3.30772	0.867798	0.935836	1.142094	2.275845	0.0	0.495692	0.0	0.0	30.87086	124.782625	0.0	1.763522	1.272128	0.0	71.1152	17.53932	16.7564993	32.9514051	159.134132	166.232877	11.6889	57.6129417	23.603592	50.84435	0.0	0.420848	0.0	109.516725	125.77521999999999	34.910196	64.735256	50.124945	48.2235715	52.8142	64.8931564	166.807	0.0	39.47557	0.0	0.0	77.388986
K00104	20.394235000000002	11.806617000000001	13.278401	2.470221	23.9018	78.05806700000001	7.41792	7.57422	6.014886000000001	9.835764000000001	8.484245	7.70912	9.6190554	3.871536	17.68236	20.630595	0.1779108	0.0	2.60208	16.7950942	20.7068	0.0	135.5544	75.8734	41.431182	0.0	21.4137641	52.6674	0.0	0.0	1.821308	14.4340352	20.1268	57.9782	53.6075546	4.80224	20.76201	23.699370000000002	0.0	0.0	0.660924	0.0	11.06103	11.448958999999999	0.0	39.438789	89.80517309999999	18.791618	14.201870999999999	3.124	82.44242200000001	84.145113	11.466545	8.63402	29.1080292
K00108	7.3938	4.88392	12.225521	0.0	0.6610442	2.7973819	9.84402	13.1081	6.573503	0.311574	0.0	34.643	0.0	3.1472610000000003	0.0	2.78956	0.0	70.827945	0.0	15.1816051	0.0	4.809579	75.63092999999999	80.7132	0.0	0.328042	4.397739	0.0	107.20440260000001	21.0404	22.75877	20.7965787	180.896019	112.8749363	45.4907847	0.0	10.248313	7.89924	0.0	0.0	0.0	0.760204	10.07404	27.080798	40.164626	78.90024	33.4958656	4.7912	25.5183937	178.336867	55.9321	72.35437	4.52208	0.562622	41.014430000000004
