#NAME	ERR9752048	ERR9752053	ERR9752060	ERR9752065	ERR9752066	ERR9752070	ERR9752099	ERR9752104	ERR9752105	ERR9752110	ERR9752116	ERR9752120	ERR9752121	ERR9752125	ERR9752145	ERR9752150	ERR9752159	ERR9752164	ERR9752171	ERR9752176	ERR9752177	ERR9752181	ERR9752183	ERR9752187	ERR9752193	ERR9752197	ERR9752233	ERR9752238	ERR9752239	ERR9752243	ERR9752255	ERR9752259	ERR9752265	ERR9752270	ERR9752280	ERR9752285	ERR9752286	ERR9752290	ERR9752297	ERR9752302	ERR9752317	ERR9752321	ERR9752352	ERR9752357	ERR9752376	ERR9752380	ERR9752409	ERR9752413	ERR9752414	ERR9752417	ERR9752423	ERR9752427	ERR9752438	ERR9752442	ERR9752458	ERR9752462
K00027	1.65924	0.563288	36.43965	0.86682	0.0	4.780159	0.0	0.44957	4.65328	2.460398	4.2063948	1.852644	44.490604000000005	1.28658	0.51855	2.822685	45.976389	0.0	85.88	10.49806	1.5821124	5.64684	115.3591	2.82852	100.097	1.238282	163.843804	20.34261	1.31985	11.576385	187.1046	1.738736	82.02659	7.700579	40.5342	14.20754	0.0	3.41602	0.0	21.67762	154.1513	8.715162	172.9514	6.320498	255.778312	3.24118	98.4376376	0.1735702	35.116625	0.0	0.667558	15.58726	0.0	4.64098	77.80597	1.258896
K00029	1.831426	7.0642236	35.3138	3.652497	0.0	0.0	0.0	0.967084	9.3159776	4.45642	1.5543718000000002	0.0	1.055558	0.0	0.607794	0.0	57.2796302	0.0	34.2106	2.1821774	0.215436	0.0	44.039606	1.192126	66.78003799999999	0.811028	82.279951	4.191899	13.75736	0.0	27.56686	8.6877	169.7887	12.06052	1.15489	0.0	0.0	0.0	217.992	1.941876	54.0122	1.486878	58.3564	0.702434	177.3076	0.0	17.912197	6.4524	0.966316	0.0	9.672024	0.862774	0.32239	0.0	14.932383600000001	0.0
K00030	5.58466	0.0	0.0	2.15578	0.0	0.99141	0.0	1.577374	1.50599	3.147	0.0	0.574548	0.0	2.15562	0.0	1.057928	0.0	2.13766	0.0	0.745374	6.19434	0.0	0.0	5.85902	0.0	3.20288	0.0	1.151252	0.0	5.85064	0.0	1.92679	0.0	0.780178	0.0	8.499857	0.0	3.294378	0.0	2.51466	0.0	2.2376	0.0	3.270401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.800238	0.0	2.33036	0.0	0.0
K00031	23.984415000000002	33.3359988	52.42842	15.4570723	56.1939536	25.070244	0.0	8.846325	12.7147053	18.7721988	13.0919443	26.1967576	0.0	16.868772200000002	53.1895911	18.953310000000002	18.3648993	21.626443000000002	46.954	12.410030999999998	20.056442	26.192605999999998	54.32323	42.373377	0.0	26.973560000000003	78.4155897	44.8002506	11.1642755	27.000635799999998	7.5209150000000005	7.986747	6.6581889	31.144651800000002	0.408898	39.5701757	2.0944823	26.645368	2.630576	48.2526172	33.394394999999996	25.310157999999998	23.896265	17.453121	153.707216	88.007533	5.2588751	21.336587	0.0	19.23762	9.716105800000001	40.2556041	1.778784	54.74447	37.203213000000005	48.772983
K00033	27.94381	0.0	6.93752	1.92781	2.03332	0.835124	450.20962	0.89889	74.67419699999999	1.842938	44.221369	0.0	0.269592	0.0	0.0	1.095369	13.9298428	0.0	0.0	31.833136	9.986481	0.0	8.76516	2.0949553	0.0	0.99033	3.08068	0.0	6.742968	3.406417	1.092972	2.676839	111.89545199999999	1.354132	7.1096651	1.25998	22.875629	1.317602	4.155664	0.704461	26.057796	1.495352	0.0	0.626014	25.9506	0.0	0.0	4.9956	0.0	0.0	0.0	0.0	0.0	0.0	0.544548	0.0
K00036	35.26516	8.204469	75.483755	15.223383	45.778414	1.359886	4.81186	4.466358	129.3047318	12.851063	38.7774421	12.013705999999999	39.908185	1.323246	48.799175999999996	5.142548	79.437442	2.834181	65.28658800000001	16.997139	2.4090407	4.02824	80.8641313	37.511555	62.9514	23.048029999999997	87.2463882	7.323481	32.0394321	12.939562	40.2039351	1.425306	291.733796	15.172441	18.68331	13.421937	2.491104	0.0	155.002386	10.225475	70.970405	4.184298	149.022615	1.89776	140.7026105	60.120352	17.8762417	9.801099	47.690550800000004	10.564475999999999	48.03899	17.5198078	2.8180009999999998	26.723829000000002	25.7110906	8.321376
K00040	5.65293	62.16315	0.0	52.629419999999996	0.0	32.8454	0.0	61.37681	0.0	43.67995	0.345868	15.521230000000001	14.810542	81.49132900000001	0.776122	3.1675210000000003	0.0	104.439278	0.0	10.131899	0.36723	22.63581	0.0	61.19903	0.0	36.88308	5.90014	45.64987	17.19038	18.696398	0.0	26.203780000000002	4.86352	59.380630000000004	9.25611	27.534958	0.0	97.357053	0.0	42.912196	0.0	15.425347	0.0	43.255	194.4558	32.4244	5.27774	22.75143	9.309171599999999	153.32726	5.603618	34.911029	0.0	50.364560000000004	9.72438	99.90811
K00041	28.7021519	87.64099300000001	58.275611	86.5146208	0.0	39.311392	0.0	107.142842	7.324713	95.570408	6.536563	16.358183	81.7258	90.45293410000001	65.601941	9.7175171	21.3328	118.005796	15.78854	17.702578000000003	3.875781	44.0268156	0.0	114.9661618	33.6532	75.607258	44.989218	67.5669813	12.441416	50.54237	50.214537	61.132794000000004	1.888232	88.4535525	21.18144	67.10556799999999	0.0	111.881964	0.0	57.843859	0.0	31.137852	0.0	57.2185459	142.8702	109.94625900000001	45.518425	53.3714392	16.403575	74.7854	20.271812999999998	71.717859	0.0	81.459824	76.28701000000001	99.3675796
K00042	19.47668	0.662134	37.9374	0.0	1.584824	0.0	0.0	0.0	12.96466	0.0	4.1224989999999995	0.1863284	45.15652	0.0	9.94268	0.0	91.438051	0.0	32.48585	10.981869	1.952884	0.0	115.226	0.0	73.325779	0.0	40.0211849	19.4553	23.47631	1.345812	0.563302	0.0	188.36738	0.0	88.47875	0.0	0.0	0.0	143.2046	0.0	126.6458	0.152091	104.61513	0.0	216.617762	0.669752	121.76492	0.464298	45.6005526	0.0	29.783312000000002	0.0	1.36797	0.0	57.3167608	2.012302
K00045	2.721037	1.561586	14.94412	0.6238491	0.0	0.0	0.0	4.20464	0.0	2.44422	0.0	0.0	0.0	0.8860154	25.438	0.0	0.0	1.483224	0.0	0.4388903	0.797149	0.0	0.0	7.181357	0.0	1.746364	0.0	0.3970001	0.0	2.1407350000000003	13.07187	7.919712	0.0	0.4855702	0.0	0.984702	0.0	2.339177	0.0	1.301836	0.0	0.0	0.0	3.80924	0.0	10.26726	0.0	19.92612	0.0	0.0	0.0	1.609044	0.0	14.34736	0.0	0.0
